"--@#1"
"##1434515017048"
"Translation Key","en"
"firstgivenname","FirstGivenName"
"follow up","Follow up"
"followup","followup"
"forgot.password.title","Forgot Your Password?"
"form component","Form Component"
"form design@com.orchestral.portal.web.cdv","Form Design"
"form designer","Form Designer"
"form designer search","Form Designer Search"
"form header - stoma reviews","Form Header - Stoma Reviews"
"form management","Form Management"
"form name","Form Name"
"form name/title","Form Name/Title"
"form security@com.orchestral.portal.web.cdv","Form Security"
"form title/name","Form Title/Name"
"format.date.ampm","dd-MMM-yyyy
a"
"format.date.long","dd MMMM yyyy"
"format.date.medium","dd-MMM-yyyy"
"format.date.monthyear","MMM-yyyy"
"format.date.narrow","dd-MMM
yyyy"
"format.date.short","dd-MMM-yy"
"format.datetime.daymonthtime","dd-MMM HH:mm"
"format.datetime.narrow","dd-MMM
yyyy
HH:mm"
"format.time.long","HH:mm:ss"
"format.time.medium","HH:mm"
"format.time.short","HH:mm"
"forminternalid","formInternalId"
"formmodelock","formModeLock"
"formopen","formOpen"
"forms","Forms"
"forms admin","Forms Admin"
"forms administrators","Forms Administrators"
"forms maintainers","Forms Maintainers"
"forms users","Forms Users"
"frequency","Frequency"
"full name","Full Name"
"full task list","Full Task List"
"fullname","Fullname"
"functionalscreening","FunctionalScreening"
"future appointments","Future Appointments"
"gender","Gender"
"general user","General User"
"generic community clinician","Generic Community Clinician"
"generic community user","Generic Community User"
"generic user","Generic User"
"get actpas clinician details","Get ACTPAS Clinician Details"
"get actpas current clinician details","Get ACTPAS Current Clinician Details"
"getting out of bed","Getting out of Bed"
"given by","Given by"
"given dy","Given Dy"
"given name","Given Name"
"given name(s)","Given Name(s)"
"givenname","GivenName"
"global - accesscode","Global - AccessCode"
"global - add administered medication","Global - Add Administered Medication"
"global - administered medications","Global - Administered Medications"
"global - administered medications editmode","Global - Administered Medications EditMode"
"global - allergies and alerts","Global - Allergies and Alerts"
"global - care plan","Global - Care Plan"
"global - global forms","Global - Global Forms"
"global - global tasks","Global - Global Tasks"
"global - immunisation","Global - Immunisation"
"global - immunisation editable summary","Global - Immunisation Editable Summary"
"global - immunisations","Global - Immunisations"
"global - lifestylefactors","Global - LifestyleFactors"
"global - medical hx","Global - Medical Hx"
"global - medication management","Global - Medication Management"
"global - medication_orders","Global - Medication_Orders"
"global - observations and vitals","Global - Observations and Vitals"
"global - obstetric hx","Global - Obstetric Hx"
"global - progressnote","Global - ProgressNote"
"global - progressnote_max","Global - ProgressNote_Max"
"global - socialhistory","Global - SocialHistory"
"global - surgical hx","Global - Surgical Hx"
"global - treatment_orders","Global - Treatment_Orders"
"global - waterlow assessments","Global - Waterlow Assessments"
"global_waterlow score","Global_Waterlow Score"
"goals","Goals"
"gold standard","Gold Standard"
"goodsandequipment","GoodsAndEquipment"
"government funding","Government Funding"
"gp","GP"
"gravidity","Gravidity"
"gravidity and parity","Gravidity and Parity"
"green","Green"
"group","Group"
"group details","Group Details"
"group name","Group Name"
"hacc cws report","HACC CWS Report"
"hacc report","HACC Report"
"handouts","Handouts"
"header.configuration.diff.property","Property"
"header.configuration.diff.value","Value"
"header.core.identity.internal.store","Internal"
"header.encounternumber","Encounter Number"
"header.ordernumber","Order Number"
"header.patientdob","Patient DOB"
"header.patientfullname","Patient Full Name"
"header.patientgender","Patient Gender"
"header.patientid","Patient ID"
"header.patientidforprinting","Patient ID"
"header.patientname","Patient Name"
"header.patientsex","Sex"
"header.reportdatetime","Report Date/Time"
"header.reportid","Report ID"
"header.reportservice","Report Service"
"header.summarytree.added","Added ({0})"
"header.summarytree.configurationitems","Configuration Items ({0})"
"header.summarytree.dependency","Dependencies ({0}) - Automatically Selected"
"header.summarytree.removed","Removed ({0})"
"header.summarytree.selecteditems","Selected ({0})"
"header.summarytree.snapshot","Snapshot ({0})"
"header.summarytree.unchanged","No change ({0})"
"header.summarytree.updated","Updated ({0})"
"header.userid","User ID"
"heading.about","About"
"heading.acceptlogindisclaimer","Accept this disclaimer to continue"
"heading.accesscontextviewdetails","Access {0} Details"
"heading.accessdenied","Access Denied"
"heading.accesshistory","Access History"
"heading.accesspolicydetails","{0} Access Policy Details"
"heading.accessreasonrequired","This site privacy policy requires the purpose for accessing this data"
"heading.accountconfiguration","Account Configuration"
"heading.accountpolicies","Account Policies"
"heading.accountpolicydetails","Account Policy Details"
"heading.accountrestrictions","Account Restrictions"
"heading.activebackgroundtasks","Active Background Tasks"
"heading.addanewrulecondition","Add a new rule condition"
"heading.adddocumententrypoints","Add Document Entry Points"
"heading.addentrypointtocontextview","Add Entry Point to Context View"
"heading.addentrypointtomenu","Add Entry Point to Menu"
"heading.additionalinformation","Additional Information"
"heading.addnewdocument","Add New Document"
"heading.addrelationship","Add {0}"
"heading.addrepositorytodocumentview","Add Repository to Document View"
"heading.advanced","Advanced"
"heading.advancedsettings","Advanced Settings"
"heading.allowedinformationtypes","Allowed Information Types"
