"--@#1"
"##1434516153354"
"Translation Key","en"
"error.alreadyexistsexception.external_identifier_type","An external identifier type with name ''{0}'' already exists"
"error.alreadyexistsexception.external_identifier_type_and_identifier","The user ''{0}'' already has an external identifier of type ''{1}'' with value ''{2}''"
"error.alreadyexistsexception.external_identifier_type_display_name","The display name ''{0}'' is already being used by another external identifier type. Display names are case insensitive."
"error.alreadyexistsexception.favourite_search","A favorite search with name ''{0}'' already exists"
"error.alreadyexistsexception.favourite_search_criterion","A favorite search criterion with name ''{0}'' and value ''{1}'' already exists"
"error.alreadyexistsexception.filter_button","A filter button with name ''{0}'' already exists"
"error.alreadyexistsexception.filter_field","A filter field with name ''{0}'' already exists"
"error.alreadyexistsexception.first_node","This node already exists"
"error.alreadyexistsexception.first_node_instance","This node already exists"
"error.alreadyexistsexception.group","A group with name ''{0}'' already exists"
"error.alreadyexistsexception.group_attribute","A group attribute with name ''{0}'' already exists"
"error.alreadyexistsexception.group_location_permission","A group location permission associated with group ''{0}'' and location ''{1}'' already exists"
"error.alreadyexistsexception.group_policy","A policy for the group ''{0}'' already exists"
"error.alreadyexistsexception.header","A header with name ''{0}'' already exists"
"error.alreadyexistsexception.help_redirection","A help redirection already exists for this entry point"
"error.alreadyexistsexception.history","A history for context view ''{0}'' already exists for this user"
"error.alreadyexistsexception.history_entry","An entry for the entity with ID ''{0}'' already exists in this history"
"error.alreadyexistsexception.history_subscription","A history notification subscription with name ''{0}'' already exists"
"error.alreadyexistsexception.historyentry_subscription","A history entry notification subscription with name ''{0}'' already exists"
"error.alreadyexistsexception.icon_redirection","An icon redirection already exists for this entry point"
"error.alreadyexistsexception.identity","The ID ''{0}'' has already been used"
"error.alreadyexistsexception.important_group_location_permission","An important group location permission with name ''{0}'' already exists"
"error.alreadyexistsexception.important_relationship_permission","An important relationship permission with name ''{0}'' already exists"
"error.alreadyexistsexception.information_access_policy","An information access policy with name ''{0}'' already exists"
"error.alreadyexistsexception.information_policy_selector","An information policy selector with name ''{0}'' already exists"
"error.alreadyexistsexception.information_policy_selector_parameter","An information policy selector parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.information_type","An information type with code ''{0}'' already exists"
"error.alreadyexistsexception.information_type_rule","An information type rule with information type ''{0}'' already exists"
"error.alreadyexistsexception.information_type_ruleset","An information type ruleset with name ''{0}'' already exists"
"error.alreadyexistsexception.jdbc_driver","A JDBC driver with name ''{0}'' already exists"
"error.alreadyexistsexception.ldap_attribute","An LDAP attribute with name ''{0}'' already exists"
"error.alreadyexistsexception.location","The location with name ''{0}'' already exists"
"error.alreadyexistsexception.location_specifier","A location specifier of type ''{0}'' with value ''{1}'' already exists"
"error.alreadyexistsexception.login_disclaimer.message","A login disclaimer with name ''{0}'' already exists"
"error.alreadyexistsexception.login_disclaimer.title","Login Disclaimer Already Exists"
"error.alreadyexistsexception.login_timeframe","A login time frame for ''{0}'' already exists"
"error.alreadyexistsexception.menu","A menu with name ''{0}'' already exists"
"error.alreadyexistsexception.menu_entry_point","A menu entry point with name ''{0}'' already exists"
"error.alreadyexistsexception.message_driver_configuration","A message driver configuration with name ''{0}'' already exists"
"error.alreadyexistsexception.message_driver_parameter","A message driver parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.message_instance","A message instance for message with ID ''{0}'' already exists"
"error.alreadyexistsexception.name_suffix","A name suffix with name ''{0}'' already exists"
"error.alreadyexistsexception.notification","A message notification with name ''{0}'' already exists"
"error.alreadyexistsexception.notification_attribute_type","A message attribute type with name ''{0}'' already exists"
"error.alreadyexistsexception.notification_delivery_method","A notification delivery method with name ''{0}'' already exists"
"error.alreadyexistsexception.notification_delivery_method_parameter","A notification delivery method parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.notification_event_type","A message event type with name ''{0}'' already exists"
"error.alreadyexistsexception.notification_service_type","A message service type with name ''{0}'' already exists"
"error.alreadyexistsexception.override_reason","An override reason with name ''{0}'' already exists"
"error.alreadyexistsexception.parameter_binding","A parameter binding with name ''{0}'' already exists"
"error.alreadyexistsexception.password_policy","A password policy with name ''{0}'' already exists"
"error.alreadyexistsexception.permission","A permission of type ''{0}'' already exists"
"error.alreadyexistsexception.portal_page","A portal page with name ''{0}'' already exists"
"error.alreadyexistsexception.portal_page_windowlet","A portal page windowlet with name ''{0}'' already exists"
"error.alreadyexistsexception.preference","A preference with name  ''{0}'' already exists for this user"
"error.alreadyexistsexception.privacy_policy","A privacy policy with name ''{0}'' already exists"
"error.alreadyexistsexception.published_search","A search with the name ''{0}'' is already published"
"error.alreadyexistsexception.query_parameter","A query parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.read_document","A read document with ID ''{0}'' already exists"
"error.alreadyexistsexception.redirection","A redirection with index {0} already exists"
"error.alreadyexistsexception.redirection_key","A redirection key with name ''{0}'' already exists"
"error.alreadyexistsexception.relationship","A relationship ''{0}'' already exists between the current entity and the user ''{1}''"
"error.alreadyexistsexception.relationship_permission","A relationship permission associated with the relationship type ''{0}'' already exists"
"error.alreadyexistsexception.relationship_policy","A policy for the relationship ''{0}'' already exists"
"error.alreadyexistsexception.relationship_type","A relationship type already exists with name ''{0}''"
"error.alreadyexistsexception.repository_parameter","A repository parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.result_button","A result button with name ''{0}'' already exists"
"error.alreadyexistsexception.result_column","A result column with name ''{0}'' already exists"
"error.alreadyexistsexception.role","A role with name ''{0}'' already exists"
"error.alreadyexistsexception.search","A search with name ''{0}'' already exists"
"error.alreadyexistsexception.second_node","This node already exists"
"error.alreadyexistsexception.second_node_instance","This node already exists"
"error.alreadyexistsexception.shortcut","A shortcut for entry point ''{0}'' from application ''{1}'' already exists for the search results"
"error.alreadyexistsexception.subject_item","A subject item with the name ''{0}'' already exists"
"error.alreadyexistsexception.subject_of_interest","A subject of interest already exists with name ''{0}''"
"error.alreadyexistsexception.summary_entry_point","A summary entry point with name ''{0}'' already exists"
"error.alreadyexistsexception.user","A user with ID ''{0}'' already exists"
"error.alreadyexistsexception.user_already_has_membership","User ''{0}'' already belongs to the ''{1}'' group through the ''{2}'' role"
"error.alreadyexistsexception.user_driver","A user driver with name ''{0}'' already exists"
"error.alreadyexistsexception.user_driver_parameter","A user driver parameter with name ''{0}'' already exists"
"error.alreadyexistsexception.user_password_reset_question","A secret question ''{0}'' already exists"
"error.alreadyexistsexception.user_permission","A user permission associate with user ''{0}'' already exists"
"error.alreadyexistsexception.user_policy","A policy for the user ''{0}'' already exists"
"error.alreadyexistsexception.user_subscription","A user notification subscription with name ''{0}'' already exists"
"error.alreadyexistsexception.virtual_desktop","A virtual desktop with the name ''{0}'' already exists"
"error.alreadyexistsexception.windowlet","A windowlet with name ''{0}'' already exists"
"error.alreadyexistsexception.work_list","A worklist of type ''{0}'' for the ''{1}'' context view already exists for this user"
"error.alreadyexistsexception.work_list_entry","An entry for the entity with ID ''{0}'' already exists in this worklist"
"error.alreadyexistsexception.work_list_type","A worklist type with name ''{0}'' already exists"
"error.alreadyexistsexception.worklist_column","A worklist column configuration with subject item ''{0}'' already exists for the context view ''{1}''"
